vendor_id,name,type,address,city,state,zip_code,phone,email,contact_person,tax_id,is_pap_vendor,pap_program,contract_start_date,contract_end_date,is_active,fraud_flag,created_at
VEN10235,"Sampson, Pennington and Arnold Healthcare",Pharmacy,50713 Smith Fall Suite 152,New Warrenbury,CA,16814,(772)679-9277,"contact@sampson,penningtonandarnoldhealthcare.com",Dennis Stewart,46-3538299,True,Kaiser PAP,2024-04-27,2028-02-10,True,False,2025-08-07
VEN10236,Allen-Mason Supplies,Medical Supply,34794 Antonio Rapids,Ginachester,IL,75889,387-393-8864,contact@allen-masonsupplies.com,David Jenkins,61-3860228,True,,2023-09-20,2028-05-04,True,False,2022-01-29
VEN10237,"Nelson, Guerrero and Roberts Healthcare",DME Supplier,36189 Megan Station Apt. 953,Lopezmouth,GA,19362,(298)542-1642x847,"contact@nelson,guerreroandrobertshealthcare.com",Joann Wright,91-2106457,True,Kaiser PAP,2022-01-19,2027-12-06,True,False,2026-05-12
VEN10238,Wilson-James Pharmacy,Lab,44558 Graham Shore,East Jeffreyborough,FL,10344,765.952.6151x191,contact@wilson-jamespharmacy.com,Samantha Wilson,80-9440435,True,Kaiser PAP,2022-11-17,2026-12-10,True,False,2024-03-02
VEN10239,"Hughes, Novak and Gomez Supplies",Medical Supply,449 Cisneros Path Apt. 347,Blacktown,CA,18484,316-858-8799,"contact@hughes,novakandgomezsupplies.com",Paul Davis,41-1166319,True,Kaiser PAP,2025-06-08,2027-08-05,True,False,2026-06-30
VEN10240,"Haney, Bautista and Harper Healthcare",Transportation,92489 Weeks Island Apt. 144,Port Lindafurt,GA,53749,762-309-4609x0978,"contact@haney,bautistaandharperhealthcare.com",Ronald Jones,64-1298847,True,Kaiser PAP,2026-02-03,2027-09-17,True,False,2024-02-11
VEN10241,"Harrison, Elliott and Hernandez Medical",Lab,024 Brandon Knolls Apt. 548,Chadside,CA,2188,353-560-2561x67271,"contact@harrison,elliottandhernandezmedical.com",David Williams,99-6336690,False,Kaiser PAP,2023-01-05,2028-01-23,True,False,2022-12-13
VEN10242,Henry-Edwards Healthcare,Medical Supply,00119 Bonnie Common,Watsonview,GA,95344,+1-688-695-8739x984,contact@henry-edwardshealthcare.com,William Day,59-3094634,False,Kaiser PAP,2023-09-12,2028-01-14,True,False,2023-04-08
VEN10243,"Reynolds, Reyes and Gray Healthcare",DME Supplier,8061 Nancy Plaza,New Robertstad,NY,26175,001-779-707-4818,"contact@reynolds,reyesandgrayhealthcare.com",Andrea Clark,96-4577237,False,Kaiser PAP,2023-09-26,2027-07-22,True,False,2026-06-19
VEN10244,"Graham, Tyler and Haynes Pharmacy",Medical Supply,1313 Nicole Lakes Apt. 836,Katherineshire,IL,81350,(667)651-9014,"contact@graham,tylerandhaynespharmacy.com",Alyssa Arnold,57-1068159,True,Kaiser PAP,2024-12-05,2026-12-29,True,False,2023-12-27
VEN10245,Alvarado-Lowe Supplies,Medical Supply,9694 Matthew Land Suite 750,Lake Jasonfort,MI,31349,561-966-7245,contact@alvarado-lowesupplies.com,Jonathan Garrison,41-7370996,True,Kaiser PAP,2025-12-27,2027-02-28,True,False,2022-08-08
VEN10246,Morales-Jackson Pharmacy,Home Health,933 Margaret Club Suite 709,Davidstad,TX,39686,+1-642-737-0488x76797,contact@morales-jacksonpharmacy.com,Susan Smith,12-6846379,False,Kaiser PAP,2024-11-01,2026-10-04,True,False,2024-09-08
VEN10247,"Dunn, Chang and Weeks Supplies",Transportation,12892 Tracey Via Suite 315,East Helenburgh,NY,27392,(395)852-9812x16144,"contact@dunn,changandweekssupplies.com",Anthony Evans,37-9562479,True,Kaiser PAP,2021-09-17,2028-02-26,True,False,2023-10-01
VEN10248,"Meyer, Lyons and Sullivan Supplies",DME Supplier,9148 Santos Fields,West Amberburgh,NC,64311,871.206.5319x041,"contact@meyer,lyonsandsullivansupplies.com",Benjamin Massey,76-1151311,True,Kaiser PAP,2025-03-12,2027-11-02,True,False,2024-12-20
VEN10249,"Haas, Mccoy and Guerrero Medical",Transportation,175 Joel Track,Millertown,NC,3016,001-887-404-5000x6124,"contact@haas,mccoyandguerreromedical.com",James Larson,67-8869826,False,Kaiser PAP,2024-07-08,2027-09-30,True,False,2024-05-13
VEN10250,Vasquez-Barry Healthcare,DME Supplier,325 Rodriguez Shores Suite 864,Lisaborough,MI,61572,+1-756-286-4860x0372,contact@vasquez-barryhealthcare.com,John Boyer,81-7125073,False,Kaiser PAP,2025-06-27,2027-04-08,True,False,2024-06-28
VEN10251,"Diaz, Campos and Jones Healthcare",Transportation,768 Jesus Mission,Lake Jonathan,GA,86132,234-449-7224x065,"contact@diaz,camposandjoneshealthcare.com",Christina Jacobs,68-1607559,True,Kaiser PAP,2025-03-21,2028-05-05,True,False,2024-04-16
VEN10252,Orozco-Jones Healthcare,Transportation,721 Steve Fall Apt. 055,Davishaven,OH,83258,+1-819-566-9650x8385,contact@orozco-joneshealthcare.com,Carmen Owens,23-2291668,False,Kaiser PAP,2023-07-14,2026-12-27,True,False,2022-03-23
VEN10253,"Smith, Garcia and Alvarez Pharmacy",Medical Supply,871 Roth Trail,Banksbury,IL,86148,968.784.2813x93269,"contact@smith,garciaandalvarezpharmacy.com",Bradley Bowman,87-3901660,False,Kaiser PAP,2022-03-19,2027-02-21,True,False,2022-07-21
VEN10254,"Harrell, Shepard and Russell Supplies",Lab,59548 Arthur Oval Suite 523,Stephenbury,OH,90366,3227579124,"contact@harrell,shepardandrussellsupplies.com",Kenneth Foster,76-9166655,True,Kaiser PAP,2022-09-18,2026-11-12,True,False,2021-08-03
VEN10255,"Holmes, Vaughn and Combs Supplies",Home Health,925 Jonathan Turnpike Suite 417,Lake Nathan,CA,77216,(974)450-8511,"contact@holmes,vaughnandcombssupplies.com",John Fowler,53-4651939,False,Kaiser PAP,2022-07-21,2027-08-24,True,False,2021-11-14
VEN10256,"Wilson, Combs and Martin Medical",DME Supplier,2404 Phillips Brooks Suite 024,Alisonmouth,PA,3342,(240)896-0769,"contact@wilson,combsandmartinmedical.com",Manuel Andrews,42-8369658,True,Kaiser PAP,2021-07-30,2026-09-23,True,False,2026-05-10
VEN10257,Jones Group Supplies,Lab,6501 Matthew Underpass,East Ryanfort,NC,18627,001-841-897-1323,contact@jonesgroupsupplies.com,Wanda Knight,50-4612859,False,,2022-03-09,2026-09-08,True,False,2021-09-07
VEN10258,Parks PLC Pharmacy,DME Supplier,384 Lisa Spurs Suite 717,Ryanshire,MI,96808,(696)394-0905x746,contact@parksplcpharmacy.com,Rebecca Zuniga,59-6999941,True,,2023-12-14,2027-03-15,True,False,2022-01-11
VEN10259,Jackson-Rubio Healthcare,Pharmacy,33178 Julie Circle,North Markchester,IL,97365,832.738.7149x2641,contact@jackson-rubiohealthcare.com,James Dawson,38-5823167,False,Kaiser PAP,2025-10-16,2026-09-15,True,False,2022-03-23
VEN10260,"Martin, Patel and Kennedy Healthcare",DME Supplier,31328 Ali Burgs Apt. 732,West Mary,OH,35365,773-681-2656,"contact@martin,patelandkennedyhealthcare.com",Rebecca Cole,65-8057807,True,Kaiser PAP,2024-01-11,2027-06-10,True,False,2024-10-23
VEN10261,West-Jones Medical,Medical Supply,26067 Robertson Keys,Lake Robertland,FL,63808,479-512-9786x44356,contact@west-jonesmedical.com,Nicole Ross,62-7670215,True,,2022-06-26,2027-12-18,True,False,2021-09-19
VEN10262,Savage-Butler Supplies,Pharmacy,358 Smith Plaza,Kathleenfurt,NC,79042,+1-326-678-1478x10390,contact@savage-butlersupplies.com,Stephanie Estrada,20-9333587,False,,2026-01-27,2027-04-20,True,False,2025-07-25
VEN10263,Miller-Davis Pharmacy,Transportation,72536 Leonard Village,New Kathy,NC,26078,5586462923,contact@miller-davispharmacy.com,Alexa Parks,46-7259815,False,Kaiser PAP,2024-10-23,2026-11-29,True,False,2022-06-18
VEN10264,Ortega Inc Healthcare,Transportation,255 Joseph Key Apt. 620,North Johnshire,IL,65908,603-890-3943,contact@ortegainchealthcare.com,Lori Perez,86-1650273,True,Kaiser PAP,2022-09-05,2028-04-18,True,False,2022-07-27
VEN10265,White-Schneider Supplies,Transportation,4173 Dawn Mountain Suite 203,Martinezland,OH,42913,+1-730-442-6273x23724,contact@white-schneidersupplies.com,Cheryl Stein,39-2140567,True,Kaiser PAP,2026-05-02,2028-04-15,True,False,2023-01-13
VEN10266,"Cole, Phillips and Garcia Supplies",Home Health,733 Nicholas Mission,West Nancytown,NY,48780,3084688982,"contact@cole,phillipsandgarciasupplies.com",Steven Sampson II,59-3954047,True,Kaiser PAP,2023-06-03,2027-01-01,True,False,2025-05-20
VEN10267,"Dominguez, Mahoney and Richardson Pharmacy",DME Supplier,916 Denise Ranch Suite 685,Christinamouth,CA,23380,(787)222-0444,"contact@dominguez,mahoneyandrichardsonpharmacy.com",Heather Deleon,15-8260571,False,,2023-09-08,2027-05-08,True,False,2022-03-27
VEN10268,Jones-Taylor Supplies,Lab,085 Brown Cove Apt. 000,Charlesshire,MI,39092,(461)257-4063x42064,contact@jones-taylorsupplies.com,Victor Eaton,73-9720942,True,,2025-08-22,2028-04-28,True,False,2024-07-20
VEN10269,"Bennett, Watson and Noble Supplies",Transportation,62416 Garcia Mountain,Kevinfort,OH,72391,+1-769-895-7718,"contact@bennett,watsonandnoblesupplies.com",Adam Garrett,38-8249158,True,,2022-05-26,2028-06-15,True,False,2026-06-21
VEN10270,Fields-Decker Medical,Transportation,34517 Eric Spur Suite 288,New Jessicabury,NY,10583,257-937-4755x0477,contact@fields-deckermedical.com,Mark Martinez,78-3060715,True,Kaiser PAP,2024-07-15,2026-09-15,True,False,2022-03-19
VEN10271,"Coleman, Cook and Chen Healthcare",Home Health,560 Humphrey Wells Suite 460,Pearsonbury,OH,67675,(471)209-3091x9040,"contact@coleman,cookandchenhealthcare.com",Steve Jones,79-3011079,False,Kaiser PAP,2023-06-27,2028-03-23,True,False,2024-03-05
VEN10272,"Clark, Hamilton and Palmer Supplies",Lab,714 Jorge Drive Apt. 376,Port Thomashaven,OH,76499,001-320-888-5897x5215,"contact@clark,hamiltonandpalmersupplies.com",Corey Salazar,25-8916201,True,Kaiser PAP,2021-09-12,2026-10-28,True,False,2024-06-15
VEN10273,Zuniga Inc Medical,Medical Supply,95161 Dale Hill,Lake Olivia,MI,89472,3242801931,contact@zunigaincmedical.com,Stephanie Ramirez,25-4163768,True,Kaiser PAP,2024-08-11,2027-09-09,True,False,2025-11-23
VEN10274,Hernandez Ltd Supplies,Lab,053 Ross Spring,Vickieland,OH,37673,376-572-4512x6614,contact@hernandezltdsupplies.com,Jennifer Jones,62-6394792,True,,2022-04-28,2028-03-01,True,False,2024-07-26
VEN10275,Johnson-Coleman Healthcare,Home Health,25295 Jenkins Radial Apt. 213,Pattersonton,PA,90649,404-661-5442x3506,contact@johnson-colemanhealthcare.com,Anna Reynolds,29-6383119,False,Kaiser PAP,2024-03-15,2026-10-25,True,False,2025-12-28
VEN10276,"Byrd, Robinson and Novak Healthcare",Medical Supply,6900 Solomon Camp,Heatherport,FL,36466,+1-377-405-7591x331,"contact@byrd,robinsonandnovakhealthcare.com",Misty Lopez,31-1272943,True,Kaiser PAP,2023-02-16,2028-02-26,True,False,2026-04-20
VEN10277,"Schroeder, Stone and Webb Medical",Lab,5411 Chad Fall Apt. 091,Port Brian,NC,67980,(999)299-9838x4583,"contact@schroeder,stoneandwebbmedical.com",Miguel Sandoval,21-8466219,True,,2022-07-30,2027-11-16,True,False,2024-01-03
VEN10278,"Baldwin, Richard and Perry Supplies",Home Health,55434 Rebecca Camp,West Jillmouth,OH,3397,412-688-7308x6181,"contact@baldwin,richardandperrysupplies.com",Michael Dudley,86-6236313,True,Kaiser PAP,2023-08-18,2027-10-11,True,False,2024-05-23
VEN10279,Mcfarland PLC Supplies,DME Supplier,76125 Fisher Route Apt. 974,Victorialand,GA,6766,877.872.3768,contact@mcfarlandplcsupplies.com,Thomas Harris,75-6884981,True,Kaiser PAP,2026-06-27,2028-02-14,True,False,2025-02-18
VEN10280,Lewis PLC Pharmacy,Medical Supply,9204 Bishop Mountains Suite 031,Coreybury,GA,45140,407.317.5338x4811,contact@lewisplcpharmacy.com,Wesley Walker,31-5606714,True,Kaiser PAP,2023-12-11,2028-03-02,True,False,2022-07-28
VEN10281,"Pearson, Olson and Padilla Supplies",Home Health,8723 Katherine Island,Williamfort,PA,70839,420.230.2854,"contact@pearson,olsonandpadillasupplies.com",Alex Thompson,73-4641440,False,,2025-10-08,2027-10-21,True,False,2024-05-25
VEN10282,Griffin-Williams Medical,Transportation,68266 Samantha Garden Suite 412,Lake Lawrence,MI,84371,+1-336-700-4069x7227,contact@griffin-williamsmedical.com,Ruben Payne,85-6886956,True,,2025-05-10,2027-06-28,True,False,2023-01-09
VEN10283,West-Bell Healthcare,Transportation,12471 Snyder Camp Apt. 214,East Patricialand,FL,45961,211.283.5343x345,contact@west-bellhealthcare.com,Mr. Brandon Lee,57-2149540,True,,2023-07-14,2027-10-30,True,False,2024-02-03
VEN10284,Allen and Sons Pharmacy,Pharmacy,6112 Thompson Run Suite 715,Rowebury,GA,77644,891.495.6199,contact@allenandsonspharmacy.com,Travis Wilson,50-5396273,True,Kaiser PAP,2021-10-26,2027-10-09,True,False,2025-05-15
VEN10285,Anderson-Golden Medical,Home Health,163 Craig Circle Apt. 788,Dustinport,OH,53131,401-798-0059x9305,contact@anderson-goldenmedical.com,Amanda Floyd,96-8908633,True,Kaiser PAP,2022-08-11,2028-05-05,True,False,2021-10-06
VEN10286,Johnson-Tran Healthcare,Medical Supply,8938 Mary Roads Apt. 341,South Danielside,PA,50407,+1-949-705-3942x7559,contact@johnson-tranhealthcare.com,Vanessa Rodriguez,45-3521354,True,Kaiser PAP,2023-02-05,2026-10-14,True,False,2024-09-11
VEN10287,Lopez-Gregory Supplies,Home Health,52205 Rebecca Grove Suite 293,Lake Carriestad,PA,69934,+1-272-523-6123x6884,contact@lopez-gregorysupplies.com,Robert Hernandez,20-8068452,True,Kaiser PAP,2022-07-16,2027-02-03,True,False,2024-03-15
VEN10288,Waters Ltd Supplies,Home Health,869 Dylan Oval,Floresfurt,OH,57521,001-990-409-2389x586,contact@watersltdsupplies.com,Jamie Lee,78-6455149,False,,2023-11-15,2027-07-27,True,False,2026-01-21
VEN10289,Garcia-Franklin Pharmacy,Transportation,08916 Alexis Forges Apt. 835,Samanthachester,GA,95680,921.768.2022,contact@garcia-franklinpharmacy.com,Julie Braun,75-8845244,False,,2023-07-17,2026-12-22,True,False,2023-11-08
VEN10290,Taylor-Santos Pharmacy,DME Supplier,0132 Amanda Underpass Suite 688,Hallhaven,GA,51488,001-599-383-0097x81892,contact@taylor-santospharmacy.com,Shawn Kelly,59-1332263,False,Kaiser PAP,2025-02-06,2028-04-05,True,False,2021-08-25
VEN10291,"Spencer, Frye and Clark Supplies",Transportation,75549 Howard Spur,New Katherine,PA,8885,001-428-865-8183x749,"contact@spencer,fryeandclarksupplies.com",Madison Lang,83-8841586,True,Kaiser PAP,2026-04-02,2028-01-11,True,False,2024-02-23
VEN10292,"Shelton, Clark and Alexander Medical",Pharmacy,4766 Andrews Fort Apt. 930,Nicholasstad,IL,40890,601.309.8989,"contact@shelton,clarkandalexandermedical.com",Lisa Moore,94-3690291,True,Kaiser PAP,2023-06-18,2027-05-29,True,False,2026-02-22
VEN10293,"Donovan, Wright and Johnson Healthcare",DME Supplier,30406 Martinez Knoll,Colemanland,FL,26318,890-877-8422,"contact@donovan,wrightandjohnsonhealthcare.com",Jesse Robbins MD,95-5068209,False,Kaiser PAP,2026-03-25,2027-04-04,True,False,2025-03-27
VEN10294,Price Group Supplies,Medical Supply,134 David River Suite 014,Boonefort,NC,26077,001-776-608-4614x835,contact@pricegroupsupplies.com,Ronald Peterson,95-4084761,True,,2024-11-24,2028-06-15,True,False,2021-12-26
VEN10295,Jones PLC Pharmacy,Pharmacy,844 Joshua Union Suite 148,New Pamelaberg,IL,49284,001-402-693-1951x681,contact@jonesplcpharmacy.com,Jonathan Nash,78-3349022,False,,2025-06-14,2027-03-14,True,False,2023-06-06
VEN10296,Lawrence-Harris Supplies,DME Supplier,3637 Diaz Forges Suite 961,East Jasmineborough,GA,46471,371-777-6557,contact@lawrence-harrissupplies.com,Eric Ward,74-2306508,True,Kaiser PAP,2023-12-09,2027-11-30,True,False,2023-02-16
VEN10297,Garcia Ltd Supplies,Pharmacy,048 Lisa Pike,Hughesside,CA,5760,395-716-9340,contact@garcialtdsupplies.com,Stephen Holland,80-9388267,False,Kaiser PAP,2025-10-27,2026-07-21,True,False,2024-10-09
VEN10298,Mckinney-King Medical,Home Health,59382 John Drives Apt. 767,West Kyle,FL,34060,368.544.4659x99888,contact@mckinney-kingmedical.com,Brittany Davis,85-3956937,False,,2025-11-13,2026-11-21,True,False,2022-09-13
VEN10299,Wyatt-Newman Supplies,Home Health,0122 Jones Extensions Apt. 751,Robinsonville,IL,39024,992-546-0939,contact@wyatt-newmansupplies.com,Susan Price,63-8955866,False,Kaiser PAP,2026-03-11,2027-11-08,True,False,2021-10-30
VEN10300,Bradley-Kennedy Pharmacy,DME Supplier,19383 Phillips Oval Apt. 931,Lake Brandon,OH,60471,(487)658-9693x521,contact@bradley-kennedypharmacy.com,Barbara Black,57-1314005,False,Kaiser PAP,2026-02-10,2028-06-03,True,False,2026-01-22
VEN10301,Bauer-Reyes Supplies,Lab,98241 Cory Trafficway,South Ashley,OH,86325,+1-758-406-7500x345,contact@bauer-reyessupplies.com,Scott Patrick,93-8398421,True,Kaiser PAP,2022-07-21,2027-04-14,True,False,2026-04-14
VEN10302,Miller LLC Medical,Pharmacy,1571 Rios Common Apt. 465,New Christopherhaven,NY,21367,(527)501-4792,contact@millerllcmedical.com,David Yang,79-7283294,True,Kaiser PAP,2024-04-08,2027-10-13,True,False,2024-06-01
VEN10303,Roach Group Supplies,Pharmacy,047 Barton Court Apt. 978,Lake Troy,TX,39507,495-274-0309x48398,contact@roachgroupsupplies.com,Daniel Brennan,32-8476636,True,,2023-11-07,2027-05-27,True,False,2024-03-01
VEN10304,"Hall, Parker and Davis Medical",Lab,530 Shea Wall Suite 970,New Kevinmouth,CA,39217,971.595.7588x6946,"contact@hall,parkeranddavismedical.com",Jessica Harris,78-8990049,True,,2024-02-27,2028-03-26,True,False,2026-01-25
VEN10305,Jones-Sanders Pharmacy,Lab,644 Hess Station,Lake Shawn,GA,66823,772.773.6280,contact@jones-sanderspharmacy.com,Jennifer Lara,51-1009073,True,Kaiser PAP,2023-06-22,2028-04-04,True,False,2025-05-31
VEN10306,Newman-Benton Medical,Transportation,389 Kenneth Pike,Stevensmouth,NC,10878,(209)853-7878x313,contact@newman-bentonmedical.com,Julian Long Jr.,80-3264919,True,Kaiser PAP,2025-05-05,2027-07-21,True,False,2023-06-14
VEN10307,"Marshall, Jefferson and Day Medical",Lab,241 Melissa Estate Apt. 900,Lloydport,CA,19803,447.360.7658,"contact@marshall,jeffersonanddaymedical.com",Desiree Reilly,53-2098669,True,,2025-02-10,2026-12-16,True,False,2023-02-25
VEN10308,Krueger Ltd Pharmacy,Transportation,51790 Justin Mall Apt. 807,Kellyfurt,OH,57751,001-677-854-2507,contact@kruegerltdpharmacy.com,Eric Taylor,95-8294166,False,Kaiser PAP,2021-07-23,2028-02-20,True,False,2022-05-23
VEN10309,"Huff, Henderson and Townsend Pharmacy",Lab,626 Joseph Pine Apt. 815,Port Maria,GA,36388,882-829-5292x725,"contact@huff,hendersonandtownsendpharmacy.com",Angela Wilson,72-5737381,True,Kaiser PAP,2022-11-21,2028-04-20,True,False,2024-03-31
VEN10310,"Holmes, Johnson and Sullivan Healthcare",Medical Supply,93546 Alexander Flat,Rodriguezmouth,OH,41478,+1-929-308-0657x1243,"contact@holmes,johnsonandsullivanhealthcare.com",Crystal Thompson,66-4433429,False,Kaiser PAP,2023-11-20,2027-12-25,True,False,2023-05-13
VEN10311,Ross PLC Pharmacy,Medical Supply,2613 Jessica Pines,Adamton,FL,90500,+1-400-446-4780x778,contact@rossplcpharmacy.com,Tiffany Sandoval,15-5219557,False,,2025-09-18,2028-01-02,True,False,2025-12-17
VEN10312,"Brennan, Moore and Bender Supplies",Home Health,50492 Cameron Union,Christinebury,MI,67559,489-698-0228x1046,"contact@brennan,mooreandbendersupplies.com",Christopher Burns,13-4244733,True,Kaiser PAP,2022-10-18,2026-10-28,True,False,2024-03-16
VEN10313,"Fuentes, Smith and Johnson Healthcare",Transportation,2749 Boyd River Suite 264,West Timothyville,IL,31577,(457)257-8008x54660,"contact@fuentes,smithandjohnsonhealthcare.com",Sharon Chen,64-8630518,True,Kaiser PAP,2026-06-13,2027-07-11,True,False,2022-08-21
VEN10314,Hamilton-Love Healthcare,DME Supplier,61496 Victor Estates Suite 712,New Lauren,MI,39267,+1-428-867-8766x9804,contact@hamilton-lovehealthcare.com,Daniel Taylor,21-7528276,True,Kaiser PAP,2022-07-09,2026-08-18,True,False,2022-09-22
VEN10315,"Jackson, Hamilton and Pena Pharmacy",Medical Supply,96871 Brian Lane,Chrisstad,CA,45473,001-644-608-6423x375,"contact@jackson,hamiltonandpenapharmacy.com",Jason Brown,14-4424933,True,,2025-12-10,2028-04-10,True,False,2022-07-15
VEN10316,Wagner Group Healthcare,Pharmacy,885 Tom Track,Port Jeffrey,PA,47695,+1-496-445-7793x49591,contact@wagnergrouphealthcare.com,Robert Garcia,89-3587716,True,Kaiser PAP,2025-01-17,2027-08-09,True,False,2023-05-24
VEN10317,Peterson-Burgess Pharmacy,Lab,47717 Tamara Views,Michaelville,IL,42294,913.760.9857x19254,contact@peterson-burgesspharmacy.com,Jorge Lambert,21-5850268,False,,2025-11-25,2028-03-03,True,False,2022-09-17
VEN10318,Murphy and Sons Healthcare,Transportation,229 Johnson Parks,Franklinland,NY,80269,001-996-409-4158,contact@murphyandsonshealthcare.com,Amber Miller,88-4467464,True,Kaiser PAP,2024-12-22,2028-05-18,True,False,2026-04-22
VEN10319,Herrera-Anderson Medical,Medical Supply,1789 Richardson Village,Shelbytown,TX,88644,295-844-9798x69260,contact@herrera-andersonmedical.com,Jeremy Duarte,29-2830665,False,Kaiser PAP,2026-04-07,2026-12-08,True,False,2023-07-28
VEN10320,Burke-Diaz Medical,DME Supplier,915 Deborah Trafficway,Palmerberg,IL,12189,553.253.0377x18582,contact@burke-diazmedical.com,Amanda Walker,22-8854938,False,Kaiser PAP,2025-01-04,2027-07-26,True,False,2022-11-22
VEN10321,Rodriguez PLC Supplies,DME Supplier,85392 Johnson Island,New Georgeshire,IL,52987,333-435-7669x872,contact@rodriguezplcsupplies.com,Alexander Kelley,74-6297573,False,Kaiser PAP,2025-02-06,2028-04-29,True,False,2025-04-12
VEN10322,Payne-Rios Pharmacy,Home Health,0925 Haley Ramp Suite 903,Lake Brandiland,CA,74436,5203556198,contact@payne-riospharmacy.com,Gene Davidson,25-1100586,True,,2026-03-08,2026-10-29,True,False,2023-09-12
VEN10323,Klein PLC Supplies,DME Supplier,213 Edward Road,East Natasha,PA,33581,542-940-8842,contact@kleinplcsupplies.com,Maria Johnson,73-9818237,True,Kaiser PAP,2021-08-06,2027-09-07,True,False,2023-07-27
VEN10324,Randolph-Armstrong Pharmacy,Medical Supply,921 Deanna Plains,New Craigton,IL,24512,(441)266-0309x7237,contact@randolph-armstrongpharmacy.com,David Brown,27-2243561,True,Kaiser PAP,2022-08-04,2027-02-20,True,False,2023-08-07
VEN10325,"Petersen, Thomas and Smith Pharmacy",Lab,82729 Reyes Throughway Suite 990,Walshchester,CA,62561,855.479.3414,"contact@petersen,thomasandsmithpharmacy.com",Michael Palmer,32-9547119,False,Kaiser PAP,2026-02-15,2027-03-06,True,False,2023-10-17
VEN10326,"Yoder, Walker and James Healthcare",Pharmacy,791 Michael Manor Suite 898,Tinachester,CA,86925,564.733.9555x48529,"contact@yoder,walkerandjameshealthcare.com",Mr. Nicholas Myers MD,62-4861379,True,,2022-04-20,2028-01-12,True,False,2022-02-04
VEN10327,Tran LLC Healthcare,Pharmacy,67584 Caldwell Circle,Lake Craig,MI,92767,711-462-1174x10062,contact@tranllchealthcare.com,William Gomez,61-9285122,False,,2025-12-07,2027-12-16,True,False,2023-08-15
VEN10328,Payne-Cole Supplies,Pharmacy,399 Mark Prairie Suite 332,Lake Donald,OH,99199,(517)770-9802x67059,contact@payne-colesupplies.com,Victoria Roberts,51-5789958,True,Kaiser PAP,2022-06-20,2027-06-23,True,False,2026-06-04
VEN10329,"Chandler, Jensen and Graham Medical",Pharmacy,74169 Miller Estate Suite 944,South Benjamin,FL,5744,811.223.3566x0305,"contact@chandler,jensenandgrahammedical.com",Daniel Powers,16-8034815,True,Kaiser PAP,2023-07-01,2026-10-31,True,False,2025-12-28
VEN10330,"Cortez, Diaz and Reyes Medical",DME Supplier,5431 Jennifer Corners Suite 963,New Devin,PA,78433,+1-767-988-4299x61659,"contact@cortez,diazandreyesmedical.com",Justin Torres,17-3775191,False,,2022-06-26,2028-06-23,True,False,2025-06-11
VEN10331,Guzman and Sons Healthcare,Lab,983 Amber Viaduct,New Jessica,OH,47346,+1-758-918-7091x1562,contact@guzmanandsonshealthcare.com,Christian Taylor,45-2441413,True,,2026-05-21,2027-01-23,True,False,2021-07-08
VEN10332,Garza Inc Supplies,Home Health,252 Gomez Shoal Suite 182,Valeriestad,NY,75265,7803547829,contact@garzaincsupplies.com,Nicole Fields,99-7711581,True,Kaiser PAP,2025-01-02,2027-07-09,True,False,2024-04-18
VEN10333,"Anderson, Long and Hughes Healthcare",Pharmacy,674 Smith Ports Apt. 909,Jamesmouth,FL,83344,(677)765-4673,"contact@anderson,longandhugheshealthcare.com",Jordan Parker,58-8489340,True,Kaiser PAP,2022-07-16,2026-11-12,True,False,2022-11-29
VEN10334,Stone Inc Supplies,Lab,6146 Johnson Stream,East Ashley,GA,53954,001-710-935-4104x6832,contact@stoneincsupplies.com,Robert House,73-2957130,True,Kaiser PAP,2022-05-13,2026-08-26,True,False,2022-05-17
VEN10335,Miller-Middleton Supplies,DME Supplier,1202 Jessica Trail,Erinton,CA,33123,565.825.4506x54196,contact@miller-middletonsupplies.com,Sara Miller,69-1840862,False,,2023-08-26,2027-01-12,True,False,2023-06-04
VEN10336,Parsons PLC Pharmacy,Pharmacy,794 Lisa Dale Apt. 031,North Jacobfurt,OH,7619,205.565.1066,contact@parsonsplcpharmacy.com,Tara Gregory,41-3335811,True,Kaiser PAP,2025-03-07,2027-04-17,True,False,2022-10-07
VEN10337,Perez Group Healthcare,Lab,14201 Benson Port,Port Emma,IL,44368,(965)738-0867x665,contact@perezgrouphealthcare.com,David Rich,56-5684345,True,Kaiser PAP,2021-07-10,2027-07-22,True,False,2022-09-27
VEN10338,Hodge-Martin Healthcare,Pharmacy,174 Shelby Course Suite 362,Lake Juliahaven,FL,34333,001-410-416-1240x0731,contact@hodge-martinhealthcare.com,Harry Anderson,68-3186753,False,Kaiser PAP,2023-10-05,2028-06-03,True,False,2023-03-12
VEN10339,Tucker PLC Medical,Pharmacy,7140 Davis Plaza,Johnsonmouth,IL,72794,001-369-389-8221,contact@tuckerplcmedical.com,John Hutchinson,88-7119059,True,,2024-08-15,2026-07-02,True,False,2025-07-10
VEN10340,"Sexton, Hill and Adkins Supplies",Home Health,1832 Maria Centers,Hendersonfort,NY,56651,+1-668-553-7915x89420,"contact@sexton,hillandadkinssupplies.com",Wyatt Lopez,81-4596746,True,,2023-10-16,2026-07-27,True,False,2021-11-13
VEN10341,"Harrington, Mitchell and Hoover Pharmacy",Pharmacy,3906 Curtis Estates,East Joel,PA,73050,882.606.8139,"contact@harrington,mitchellandhooverpharmacy.com",Melissa Summers,11-1354287,False,,2025-12-03,2027-04-25,True,False,2022-09-18
